title,vote_average
The Strangler,6.7
The System,4.1
Vagabond Lady,0.0
Without a Trace,5.4
The Prince & Me: A Royal Honeymoon,4.6
Way Beyond Weight,8.0
Cheburashka,7.0
The Return of Count Yorga,5.1
"Like Father, Like Son",0.0
Edge of Sanity,5.5
Seve,8.0
Breathe,7.2
I Am Soldier,5.1
The Dead 2: India,5.0
Lorelei: The Witch of the Pacific Ocean,5.0
Holiday in the Sun,5.1
Postmortem,5.5
The Last Templar,4.9
Spiders,3.9
Survivor,4.9
NH10,6.7
Book of Blood,5.3
Patlabor 2: The Movie,7.4
Space Dogs 2,4.2
The Eternal Zero,6.8
Exaella,5.3
Rommel,5.9
The President,6.0
Outcast,4.5
The Admiral: Roaring Currents,7.0
The Domino Principle,5.0
Zandy's Bride,5.8
Cisco Pike,4.6
Riot,6.0
Banning,0.0
Tazza: The Hidden Card,7.3
Lady in White,6.0
The Lightship,4.0
The Stone Boy,5.7
Threshold,6.6
Géraldine,0.0
Laura's Star,5.2
The Marine 4: Moving Target,5.8
Babar: King of the Elephants,6.1
Da Sweet Blood of Jesus,4.1
The Longest Ride,7.3
Man from Reno,6.1
Five Dances,6.6
Astral City: A Spiritual Journey,6.7
Sweet Sugar,3.0
Cannabis,3.5
Beyond the Reach,5.5
Nuntius,0.0
Atari: Game Over,6.7
Einstein,7.5
Broken Glass Park,5.3
Mörderische Erpressung,0.0
Girltrash: All Night Long,6.4
Lage Raho Munna Bhai,7.6
Monkey Kingdom,6.4
Beck 30 - Sjukhusmorden,4.7
Sword of Vengeance,5.2
Jersey Shore Shark Attack,6.5
Ship of Theseus,7.4
Obsession,6.6
Antarctica: A Year on Ice,7.2
The Dog Who Saved Christmas,3.0
Indebted,0.0
Darkness in Tallinn,5.8
The Age of Adaline,7.4
Gutshot Straight,3.2
Lambert & Stamp,7.8
The Liberator,6.4
Lovesick,4.7
Return to Source: The Philosophy of The Matrix,6.5
Sinatra: All or Nothing at All,7.1
The Sheik,7.5
Danny Collins,6.6
Confessions of a Sociopathic Social Climber,4.4
Bad Hurt,5.4
"Hey, Boo: Harper Lee & To Kill a Mockingbird",0.0
Halo: Nightfall,5.2
I'm Not Jesus Mommy,4.7
Downstream,3.5
Eugenie,3.7
Finding Gastón,0.0
Night Call Nurses,5.0
The Black Cat,5.7
House of Clocks,7.2
The Sweet House of Horrors,6.5
Flicka 2,6.1
A Girl Like Her,7.2
Grandma,6.1
Mea Culpa,6.0
The Struggle,5.0
Winning Time: Reggie Miller vs. The New York Knicks,8.2
Straight Outta LA,4.7
Silly Little Game,4.3
Bad Boys,9.5
October November,7.0
The Unseeable,6.8
Scarfies,5.8
Comedy Central Roast of Justin Bieber,7.0
The Butterfly Tattoo,0.0
50 to 1,5.7
Mardock Scramble: The First Compression,7.1
The Even Stevens Movie,5.6
The Four Year Plan,7.0
In the Crosswind,7.5
Happy Valley,6.2
GMO OMG,7.4
A Royal Night Out,6.3
The Chain Reaction,3.5
Absolution,6.9
Kisaragi,6.9
Barbecue,5.8
Malice@Doll,4.7
Portraits in a Sea of Lies,7.0
Dior and I,7.3
The Walking Deceased,4.2
Kite,4.2
Magic Beyond Words: The JK Rowling Story,7.4
The Hacker Wars,4.9
Peter Pan Live!,4.8
Pilot Error,0.0
Tinker Bell and the Legend of the NeverBeast,7.0
Tinker Bell and the Pirate Fairy,6.5
Radiostars,5.6
Our Brief Eternity,0.0
The Bet,6.2
Target Earth,6.4
An Act of War,5.1
The Velveteen Rabbit,7.8
Head Full of Honey,7.5
Pokémon: Mewtwo Returns,6.1
Mother's Day,6.3
Su excelencia,6.5
Batman Unlimited: Animal Instincts,5.5
One More Time,5.9
Man Up,6.5
Devil's Bible,4.5
Scarecrow,7.0
21 Years: Richard Linklater,6.3
All I Want for Christmas,5.8
"Bomba, the Jungle Boy",5.0
Crossplot,5.3
Driving Me Crazy,4.4
Driving Me Crazy,5.0
Ever Since Eve,3.6
Falling From Grace,5.3
5 Steps to Danger,5.8
Kidnapped,6.0
Life Support,3.5
Superstition,6.9
Ten Thousand Bedrooms,5.5
The Castilian,0.0
The Ceremony,4.8
The Culling,4.0
The Hunt for Eagle One,4.7
The Hunt for Eagle One: Crash Point,7.0
The Naked Street,6.0
The Vagrant,7.0
The Wild Party,7.0
The Wild Party,4.0
Two on a Guillotine,5.7
The Seduction of Mimi,6.5
All Screwed Up,0.0
A Night Full of Rain,5.0
Vanishing Pearls: The Oystermen of Pointe à la Hache,0.0
Funeral Kings,5.9
The Least of These,8.0
The Great Invisible,5.6
Sweet Home,4.7
San Andreas,6.0
Regression,5.3
Welcome to Me,5.7
Escape by Night,6.0
Gang Bullets,0.0
The Sinner,0.0
Two Marines and a General,4.3
Sweden: Heaven and Hell,8.3
The Chase,6.0
The Body,6.0
Shoot to Kill,4.0
Mr. Robinson,6.1
Woman on the Run,6.8
Amore libero - Free Love,4.0
Port of New York,4.4
Gang Busters,4.8
Hearts and Armour,5.3
Gangster Story,5.0
Rose,7.2
The Impossible Hour,0.0
Testament of Youth,7.2
Comedy Central Roast of James Franco,7.3
Cenizas del Paraiso,6.3
Terror Express,4.5
Half the Sky: Turning Oppression Into Opportunity for Women Worldwide,0.0
Girl Rising,7.1
"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie",7.0
The Man with the Iron Fists 2,4.6
Emmanuelle 3,4.5
Emmanuelle 4,5.0
Emmanuelle 5,4.7
Emmanuelle 6,4.3
Black Emanuelle,4.2
Emmanuelle in Bangkok,4.4
Emanuelle in America,4.2
Emmanuelle and the Last Cannibals,4.8
Emmanuelle Around the World,5.9
Caged Women,4.0
Provincia violenta,4.0
Crimebusters,0.0
Captive Wild Woman,4.8
Night Monster,5.8
Valerie Inside Outside,0.0
Sarfarosh,7.2
Awake: The Life of Yogananda,6.7
The Kill Team,7.4
Far from the Madding Crowd,6.8
Appropriate Behavior,5.8
Thursday Till Sunday,7.0
L,4.2
Magical Girl,7.6
Thunder and the House of Magic,6.3
A Company Man,6.6
Kill 'em All,5.3
Frontera,6.2
No Tears for the Dead,6.7
Love Is the Perfect Crime,5.1
Dear Lemon Lima,5.8
Wrong Turn 6: Last Resort,4.6
Kriminal,6.0
The Spy Who Loved Flowers,5.5
008: Operation Exterminate,0.0
Temple of the White Elephant,0.0
Samson and the Slave Queen,0.0
Catherine of Russia,4.0
Black Demons,3.7
Hitcher in the Dark,5.0
Ghosthouse,4.5
Ironmaster,3.8
Brothers Till We Die,6.9
The Biggest Battle,4.5
"The Cynic, the Rat & the Fist",7.0
Free Hand for a Tough Cop,7.7
"Rome, Armed to the Teeth",7.3
Syndicate Sadists,5.8
Gang War in Milan,5.3
Knife of Ice,5.9
Man from Deep River,5.7
Seven Blood-Stained Orchids,6.3
Oasis of Fear,5.6
A Quiet Place to Kill,5.7
Paranoia,6.2
A Gun for One Hundred Graves,5.8
"Ringo, It's Massacre Time",0.0
Let's Go And Kill Sartana,0.0
Due Magnum .38 per una città di carogne,0.0
We Could Be King,5.8
Canopy,4.4
Raised by Wolves,3.0
Rites of Spring,4.1
Barbie as The Princess & the Pauper,6.9
Barbie: Fairytopia,5.7
Barbie of Swan Lake,6.6
Barbie in Princess Power,5.5
Barbie Diaries,5.5
Barbie: Princess Charm School,6.4
Barbie and the Secret Door,6.0
Barbie: A Fairy Secret,5.4
Barbie in the 12 Dancing Princesses,6.9
Barbie: The Princess & The Popstar,6.0
Barbie and the Diamond Castle,6.6
Barbie in A Mermaid Tale,6.2
Barbie as the Island Princess,6.3
Barbie in A Mermaid Tale 2,6.0
Barbie and the Three Musketeers,6.2
Barbie in the Pink Shoes,5.3
Barbie in 'A Christmas Carol',6.5
Barbie: The Pearl Princess,6.0
Barbie: Mariposa and The Fairy Princess,6.3
Barbie Presents: Thumbelina,5.5
Barbie Fairytopia: Magic of the Rainbow,6.2
Barbie Fairytopia: Mermaidia,6.2
Barbie as Rapunzel,6.4
Barbie and the Magic of Pegasus 3-D,6.2
Barbie & Her Sisters in A Pony Tale,6.2
Barbie Mariposa and Her Butterfly Fairy Friends,5.6
Barbie and the Rockers: Out Of This World,3.6
Der var engang,6.0
The Key to Paradise,5.8
Summer in Tyrol,7.1
The Bélier Family,7.0
Green Sails,0.0
Hitman: Agent 47,5.5
Working Girls,3.7
Doug Stanhope: Oslo - Burning the Bridge to Nowhere,6.1
Doug Stanhope: Beer Hall Putsch,8.4
Chelsea Peretti: One of the Greats,6.7
Listening to You: The Who Live at the Isle of Wight,4.8
The Comedians of Comedy: Live at The Troubadour,6.6
B/W,5.2
Tinker Bell and the Great Fairy Rescue,6.3
The Man Who Skied Down Everest,5.0
One Eyed Girl,5.0
Island of Lemurs: Madagascar,4.3
Billy the Kid,0.0
Court,6.6
The Secret Lives of Dorks,4.8
Run & Jump,6.7
A Fighting Man,5.2
The Last Sentence,5.3
When Comedy Went to School,6.5
Jimmy P.,6.0
Call + Response,8.0
Regret,7.6
Yasmin,7.5
Bluebird,6.3
One Little Pill,9.0
Bukowski: The Last Straw,2.0
The Dead Lands,6.1
Two Raging Grannies,6.0
Ricki and the Flash,5.6
Blackout,5.5
Back Issues: The Hustler Magazine Story,7.5
Kissinger,7.0
100 Degrees Below Zero,3.6
Pump,7.8
Variety,5.0
Cocaine Cowboys: Reloaded,7.3
Genius on Hold,6.7
Tar Creek,9.0
The Water Front,0.0
Jedi Junkies,6.3
Breeders,4.1
Time Zero: The Last Year of Polaroid Film,7.3
Warriors Two,7.6
The 'Socalled' Movie,5.0
Hank: 5 Years from the Brink,0.0
We’re Not Broke,6.0
Sushi: The Global Catch,5.5
Resistance,7.2
The Fruit Hunters,7.1
Ethos,7.1
Linda and Abilene,3.5
Radio Unnameable,8.5
Germ,3.3
DamNation,6.7
Lifted,6.9
Backdoor,7.5
1915,6.0
The Workshop,4.4
The Mad Monster,2.5
Ride,6.0
The Eichmann Show,6.3
A Trick of the Light,5.1
Lightning Over Water,5.5
Notebooks on Cities and Clothes,6.5
The Seven Five,7.8
The Golden Calf,7.6
Partisan,6.2
LFO,6.9
Sincere Heart,5.0
Christopher and His Kind,6.7
The Sicilian Connection,0.0
Hush,6.5
Infini,5.1
Dark Space,4.5
Harry Dean Stanton: Partly Fiction,6.7
Shrew's Nest,6.6
Shuffle,6.4
August Winds,6.0
Piku,6.8
Babysitter's Black Book,5.9
"Tommy Cooper: Not Like That, Like This",7.6
Down and Dangerous,4.3
German Angst,5.9
Black Angel,7.1
Dirty Business,0.0
High Road,5.8
Alexia,5.3
Reunion,6.9
Pitch Perfect 2,6.8
The Gospel According to Philip K. Dick,2.5
Le viager,6.9
Get Mean,4.0
Class Enemy,6.6
Farmland,0.0
Tricked: The Documentary,6.2
Mutant World,2.6
Duel of Champions,0.0
Crazy Westerners,5.0
"Django, Prepare a Coffin",6.0
Forgotten Pistolero,5.4
Ten Zan - Ultimate Mission,5.5
Erotic Games in the Third Galaxy,3.0
Supermen Against the Orient,0.0
Human Cobras,0.0
September Vacation,5.7
Everything for Sale,5.8
Echo Planet,5.7
Love Hotel,7.0
How to Commit Marriage,0.0
The Trap,7.3
That Certain Feeling,6.3
The Man Called Noon,5.0
Innocent Bystanders,7.0
The Long Day's Dying,7.3
A Buddha,7.3
Two Hundred Thousand Dirty,0.0
Manos sucias,7.0
Just Before I Go,6.3
El bosque de Karadima,6.4
"Skatetown, U.S.A.",6.5
Winter People,5.8
Joshua Then and Now,5.0
Split Image,6.7
Two Gentlemen Sharing,4.0
Tiara Tahiti,6.0
Macbeth,3.9
Metal Skin,3.0
Specters,4.8
The Treasure,0.0
Do Detectives Think?,6.0
You're Darn Tootin',5.5
Addicted,5.8
Bad Hair,6.9
Bessie,6.1
The Little Chaos,5.8
Devil's Island,5.0
Here Is Your Life,6.7
Iverson,7.2
Milosc,5.0
The Murder Man,6.5
Nightingale,6.1
The City Tramp,5.4
The Accused,5.1
The Coward,4.5
The Good Lie,4.0
The Iron Sheriff,5.0
The Life of Vergie Winters,6.5
The Lion Hunters,0.0
Tunisian Victory,0.0
The Stone Roses: Made of Stone,5.9
Carol,7.3
Thought Crimes,6.6
Three Inches,4.0
El Medico: The Cubaton Story,5.0
Roald Dahl's Esio Trot,7.0
"Montevideo, God Bless You!",8.1
What a Drag,5.5
Angels Die Hard,0.0
Dear America: Letters Home from Vietnam,6.8
Code Black,5.6
The King of Arcades,5.4
Anonymous Rex,4.4
The American Scream,7.1
Pound of Flesh,5.4
Accused,6.6
Ankhon Dekhi,4.6
Gulaal,6.7
Black Friday,7.5
Anthrax,0.0
Rough Cut,6.7
The Buttercream Gang,5.8
For Love or Money,0.0
Strangerland,5.1
Office Romance,8.1
The Backwater Gospel,7.9
Bootleggers,7.6
You Don't Choose Your Family,5.8
Persecuted,5.2
The Dorm,4.7
Susie's Hope,0.0
Sleepaway Camp III: Teenage Wasteland,5.2
After,5.6
The Hands,5.0
Betty Blowtorch: And Her Amazing True Life Adventures,0.0
Design Is One,6.2
I Am Twenty,6.4
Cold Summer of 1953,6.5
The Ransom of Red Chief,4.0
Monsters: Dark Continent,4.2
Reminiscence,3.8
Teacher of the Year,5.7
The Happening,6.5
Eyeborgs,4.9
The Mountain Road,7.0
Away and Back,5.4
Andaz Apna Apna,7.6
Hera Pheri,6.4
The Lobster,6.7
Beautiful & Twisted,5.6
"Abar, the First Black Superman",4.5
The Farewell Party,6.0
Güeros,7.7
Maggie,5.2
"Ilsa, the Tigress of Siberia",4.1
The Bamboo House of Dolls,4.8
The Designated Victim,4.8
Thunderstruck,7.0
Hot Pursuit,5.4
Permissive,5.0
Slow West,6.6
Offline,6.3
Scintilla,4.7
Meet the Mormons,5.8
The Mad,5.8
Malarek,0.0
The Mars Underground,7.1
Martial Law,5.7
Me and the Kid,0.0
Midgets Vs. Mascots,5.5
The Midnight Hour,5.7
The Human Centipede 3 (Final Sequence),3.7
Mikey,5.2
Mistrial,5.5
Model by Day,4.5
The Green Inferno,5.0
Just About Famous,6.0
Alien Origin,1.6
Lolly-Madonna XXX,7.0
Rita da Cascia,7.0
In the Shadow of the Sun,5.0
Chappaqua,8.0
Deli Man,6.9
Sparkle,5.4
Rags & Tatters,5.4
Southern Rites,7.0
Barely Lethal,5.5
Spooks: The Greater Good,5.9
Woman Times Seven,5.5
The Fencer,7.3
The Salt of Life,5.6
Hurricane,3.5
Carry On Don't Lose Your Head,7.0
The Stationmaster Meets His Match,7.5
Suzanne,6.9
"The Other One: The Long, Strange Trip of Bob Weir",7.1
Ballet 422,6.3
Oz,5.0
J.A.C.E.,5.5
Brave Story,6.6
Restless Virgins,6.2
Leopardi,6.6
A Fish in the Bathtub,6.0
Bulldog Drummond's Peril,5.9
Bulldog Drummond's Bride,6.0
Bulldog Drummond at Bay,6.5
Bulldog Drummond's Secret Police,6.0
Bulldog Drummond in Africa,4.8
Bulldog Drummond Comes Back,6.8
Bulldog Drummond's Revenge,5.8
Deadlier Than the Male,6.3
Some Girls Do,6.9
2047: Sights of Death,2.4
Deep Web,6.8
Fugly,5.3
Ginza Cosmetics,4.0
"On Any Sunday, The Next Chapter",7.3
Piccadilly Jim,6.5
Pony Express,4.1
Just a Gigolo,3.0
The Survivor,5.4
Dark Horse,6.0
Shakedown,3.0
Success At Any Price,0.0
Seventeen Again,5.1
Sweet Sixteen,5.3
The Dramatics: A Comedy,5.3
Up the Creek,6.0
What Love Is,5.0
Wife,0.0
You Can't Run Away from It,5.0
The Girl with the Hat Box,7.6
Static,5.5
You Are My Sunshine,9.0
The Monkey King,7.9
5 to 7,6.9
Seymour: An Introduction,6.4
Puffball,3.1
Into Thin Air: Death on Everest,4.4
Parole de flic,5.9
Fear in the Night,4.1
War-Time Romance,5.5
Afonya,6.9
The Flight,5.3
Byelorussian Station,7.1
"It Can Be Done, Amigo",5.3
Halleluja for Django,0.0
Starship Rising,2.5
No Path Through Fire,4.8
We'll Live Till Monday,7.3
Uncle Vanya,8.3
The Red Snowball Tree,6.5
The Debut,5.4
Monologue,6.3
Walking the Streets of Moscow,7.0
Don't Grieve!,5.4
Oblomov,4.3
Triumph Over Violence,7.1
Short Stories,6.1
My Love,6.6
The Cow,6.8
A Driver for Vera,6.2
Blackbird,4.0
Plus one,4.0
Radio Day,8.3
Dura,4.3
Kung Fu Rascals,0.0
Waiting for Godot,7.8
San Andreas Quake,3.5
"Unman, Wittering and Zigo",6.8
Voyage to the Planet of Prehistoric Women,2.8
Lady Frankenstein,4.0
The Lookalike,5.1
The Anonymous People,6.0
The Martian,7.6
Treasure Island,5.5
Night Hair Child,5.3
Road,7.7
Return to Sender,5.0
Vazhakku Enn 18/9,6.5
I Am Omega,4.0
The Alien Factor,3.7
Magical Universe,6.3
Concerning Violence,7.5
Kung Fury,7.6
Morgan,6.4
Follow Me: The Yoni Netanyahu Story,5.0
The Light Thief,5.3
Detective Byomkesh Bakshy!,6.4
Badlapur,6.8
Holiday,5.8
Elections Day,7.6
Hecate,6.0
The Last Desperate Hours,0.0
Summer Affair,0.0
Agente Logan - missione Ypotron,0.0
Nobody's Perfect,6.5
A Hard Day,6.7
Child's Play,7.3
Woman in a Dressing Gown,7.5
Shinsengumi: Assassins of Honor,6.3
Tiger Bay,7.8
Youth,6.7
Don't Knock The Rock,7.5
Yield to the Night,8.0
The Yellow Balloon,0.0
No Trees in the Street,6.0
A Man Could Get Killed,5.0
Wake Up Sid,6.8
Mission Kashmir,5.8
Lakshya,6.7
Iqbal,6.5
Ghulam,6.1
Rangeela,7.1
The Annunciation,6.5
Streetwise,8.3
Survivor,5.4
Hot Girls Wanted,5.9
Striped Trip,6.2
That Munchhausen,7.8
"C'mon, Let's Live a Little",0.0
Poliisin poika,5.8
The Commander,5.4
To Kill a Stranger,5.0
Ground Zero,6.5
Nothing Underneath,4.3
The Treasure of the Amazon,5.3
Where Is Parsifal?,5.0
Jaguar Lives!,5.0
"Good Luck, Miss Wyckoff",0.0
The Uncanny,6.2
Barry McKenzie Holds His Own,4.8
The Mutations,5.0
Wedding in White,5.0
The Man in the Sky,3.3
The Taming of the Scoundrel,7.0
La Máquina de Bailar,4.5
Bhool Bhulaiyaa,6.3
Phir Hera Pheri,5.6
Mohra,6.0
Sarkar Raj,5.3
Sarkar,6.9
Hulchul,6.0
Border,6.5
The Red House,5.5
1942: A Love Story,4.6
Nayak: The Real Hero,6.5
The Redwood Massacre,4.1
A Gift of Miracles,5.9
Curse of the Witching Tree,4.6
The Last Days of the World,4.0
Spy,6.9
Still the Water,6.3
The Strange Affair of Uncle Harry,4.9
Tinker Bell,6.5
Dazzle,5.0
Living Is Easy With Eyes Closed,6.6
Melody,7.5
Power Trip,4.0
Pingpong,7.3
At Ellen’s Age,10.0
The Vulture,4.3
Domino Kid,6.0
Trainwreck,5.9
The Busy Body,0.0
The Ministers,5.0
Zephyr Springs,4.1
È arrivato mio fratello,5.4
Department Store,5.4
Stuff for the Rich,5.5
Da grande,5.7
The Comics,5.7
Piedipiatti,6.5
The Comics 2,5.5
Infelici e contenti,4.6
The New Comics,5.0
Mollo tutto,4.5
Ma che bella sorpresa,5.9
He's Worse than Me,5.7
Il Ragazzo di Campagna,6.4
Rich and Poor,5.6
"Heads I Win, Tails You Lose",5.0
I'm Photogenic,4.5
"Oh, Serafina!",4.5
La poliziotta,5.0
Night Train to Terror,4.8
The Bonesetter,4.0
From a Whisper to a Scream,6.8
Sounds of Sand,6.4
The Alley Tramp,5.0
A Virgin Among the Living Dead,4.7
Flesh Eating Mothers,4.1
Matilda,3.0
BMX Bandits,6.1
Forbidden World,5.1
La dictadura perfecta,7.1
Casa Grande,7.3
Turtle Power: The Definitive History of the Teenage Mutant Ninja Turtles,7.0
Zodiac: The Race Begins...,1.0
Aloha,5.2
Mars,5.5
Wonderwall,5.7
Cannibal Vegetarian,4.5
The Battle of Neretva,6.2
Tempest,7.0
Piazza Fontana: The Italian Conspiracy,7.2
Steel,6.0
Tutto tutto niente niente,4.8
Tutta colpa di Freud,6.5
Amiche da morire,6.2
See You Tomorrow,5.6
Sole a catinelle,6.6
What a Beautiful Day,6.3
With This Ring,5.5
She's Funny That Way,5.8
The Special Need,4.5
The Mafia Kills Only in Summer,7.4
The Muthers,4.3
After Lucia,6.6
A Fierce Green Fire,5.5
Misery Loves Comedy,6.5
Six Acts,8.0
Song One,5.5
Vessel,9.3
The Lion’s Mouth Opens,9.0
Maqbool,7.6
Man of the Story,5.0
Convict,5.4
Ladies & Gentlemen,5.1
Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,7.0
The Nun,6.5
Men Don't Cry,7.1
Autumn,0.0
Kilplased,6.5
Spring,6.6
Summer,8.0
The Last Relic,6.8
Tommy Tucker's Tooth,7.0
Alice's Wonderland,6.5
A Flying Ship,5.3
Dragon Hill,5.5
The Last Outlaw,4.8
"Arabella, the Pirate's Daughter",9.0
Flight World War II,4.9
Tony 10,9.0
Magnus,5.8
Orps: The Movie,5.8
My Sister's Kids in Africa,6.4
Cherry Tobacco,6.5
Dungeons & Dragons: Wrath of the Dragon God,4.8
Ruudi,5.2
The Rain Fairy,4.5
Bad Hair Friday,6.5
Freerunner,4.3
Hier kommt Lola,5.6
Cupcakes,5.2
Hibernatus,6.5
The Cry of the Owl,5.5
Enter the Dangerous Mind,4.8
The Amazing Mr Blunden,6.6
Bomba and the Jungle Girl,0.0
The Games Maker,4.9
Taxi,6.8
Conagher,4.8
Don't Tell the Wife,0.0
Getting Gertie's Garter,0.0
It's a Dog's Life,4.0
Lucky 13,5.5
The Judgement,6.0
Wir waren Könige,6.0
Comedy Central Roast of Charlie Sheen,6.9
Comedy Central Roast of William Shatner,6.6
Comedy Central Roast of Donald Trump,6.2
I Am Road Comic,7.0
Magician: The Astonishing Life and Work of Orson Welles,6.9
Robbery,6.5
Satellite in the Sky,5.4
Souls at Sea,0.0
The Bride Walks Out,4.1
Zero Focus,7.5
The Deadly Affair,5.7
The Double Man,5.8
The Fantastic Flying Books of Mr Morris Lessmore,7.7
The Impossible Years,8.3
The Last Hunt,7.5
Passenger,6.3
To Trap a Spy,8.0
Tomorrow Is Another Day,5.5
Whiplash,2.2
The Fiend of Dope Island,0.0
Dragon Blade,5.9
Jab Tak Hai Jaan,7.2
Mere Brother Ki Dulhan,6.5
I Hate Luv Storys,6.1
Entourage,6.2
London Road,6.5
If You Were Young: Rage,6.5
Erotikon,5.5
Backyard Dogs,10.0
Bitter Lake,8.0
How to Save a Marriage and Ruin Your Life,7.0
Ventoux,5.8
Murder of a Cat,4.8
Das Ende der Geduld,6.4
Demons of the Mind,6.1
No Way Jose,4.8
Time Of My Life,7.5
The Samurai,6.1
Happy Ending,5.3
No. 12: Heaven and Earth Magic,7.4
Comedy Central Roast of Flavor Flav,6.4
You're Sleeping Nicole,6.8
Freedom,5.8
Our Grand Despair,6.0
Ashens and the Quest for the Gamechild,5.0
Paranormal Whacktivity,3.3
Comedy Central Roast of Pamela Anderson,7.7
The Golden Bat,0.0
Festival,3.8
The Colour Out of Space,5.9
Foxtrot,4.8
Ghost Graduation,5.7
Duck Amuck,8.3
5 Flights Up,5.9
Inside Out,7.9
The World Made Straight,5.5
The Wolfpack,6.7
Trevor Noah: African American,7.2
Blackie the Pirate,4.7
Tanu Weds Manu,6.1
Documented,5.0
The Sisterhood of Night,6.5
Ginger,3.9
The Abductors,6.0
Soaked in Bleach,7.0
Love & Mercy,7.3
Technotise: Edit & I,6.8
Snow White and 7 Wise Men,6.5
Emmanuelle in the Country,3.6
La banda Vallanzasca,0.0
For a Book of Dollars,0.0
The Masked Thief,0.0
Amusement,4.9
The Better Angels,6.9
Leonie,5.0
A Year in Burgundy,7.6
Paul Goodman Changed My Life,0.0
Throw Down Your Heart,6.0
The Garden,6.0
All My Friends Are Funeral Singers,6.5
Spork,7.0
Police Story 2013,5.8
Dirt! The Movie,6.7
Just Like Home,5.0
Remote Area Medical,0.0
The Listening Project,4.0
New Muslim Cool,0.0
What's Up with Love?,7.6
Without You I'm Nothing,5.0
Cafè Express,5.7
In nome del papa re,6.6
"Goodnight, Ladies and Gentlemen",7.1
The Assassin of Rome,0.0
Roma bene,6.0
The American Ruling Class,4.5
Will Our Heroes Be Able to Find Their Friend Who Has Mysteriously Disappeared in Africa?,7.3
The Treasure of San Gennaro,7.8
Adultery Italian Style,0.0
I Knew Her Well,6.7
The Topp Twins: Untouchable Girls,7.0
"Toto, Peppino, and the Hussy",8.3
Strigoi,6.2
The Bachelor,6.0
Gli innamorati,6.0
Eames: The Architect & The Painter,6.9
Herbie Hancock: Possibilities,5.5
The End of a Mystery,6.0
The Flying Dutchman,9.0
Il Gaucho,7.8
The Dolls,6.0
I Motorizzati,6.0
Circo,7.5
L'Impiegato,0.0
Fiasco in Milan,7.7
"Venice, the Moon and You",4.9
Edie & Thea: A Very Long Engagement,6.0
Before Stonewall,6.5
Iphigenia,6.6
Big Time,5.8
Jess + Moss,6.8
Metro,6.0
Mercenaries,4.3
The Hunger Games: Mockingjay - Part 2,6.6
Max,6.8
Pixels,5.6
Allegiant,5.9
Fantastic Beasts and Where to Find Them,7.2
Bad Boys for Life,0.0
Number One Fan,6.0
Forever,5.0
Slightly Scarlet,6.2
Letter to Brezhnev,5.5
Entertaining Mr. Sloane,6.0
The Gruesome Twosome,5.3
The Bonnie Parker Story,5.0
Alvin Purple,5.4
Curfew,7.5
Smithereens,6.7
Pink Narcissus,6.0
The Brain from Planet Arous,4.9
Got the Facts on Milk?,8.3
Lioness,6.0
Dawg Fight,6.3
K2: Siren of the Himalayas,6.1
The Men Who Built America,5.9
Battle Angel,6.8
Daddy and the Muscle Academy,6.3
Sebbe,5.9
Mission Blue,7.7
E-Team,6.4
"The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby",5.1
The Hairdresser,6.5
Chocolate City,5.5
Madras Cafe,6.9
Millionaires Express,6.1
Binta and the Great Idea,3.5
West Bank Story,4.8
Skills Like This,6.0
The Star Wars Holiday Special,3.2
Chanthaly,6.3
Camp Takota,6.6
Blue Summer,4.7
Hamari Adhuri Kahani,6.0
Such Good People,5.0
The Possibilities Are Endless,6.0
Mostly Ghostly: Have You Met My Ghoulfriend?,5.1
Jailbait Babysitter,0.0
Pocket Ninjas,3.9
Occupy Love,5.0
The Sky Above Us,0.0
Prime Suspect 5: Errors of Judgement,5.9
On the Way to School,6.6
Frankenstein,4.6
3: The Dale Earnhardt Story,6.4
Johnny Tsunami,5.1
