genero_principal,title,vote_average
Romance,Looking for Maria Sanchez,10.0
Drama,A Bullet for Joey,5.2
Drama,A Girl in Every Port,6.5
Comedy,A Girl in Every Port,5.0
Adventure,Africa: Texas Style!,0.0
Drama,How Wang-Fo Was Saved,7.3
Animation,The Captive,7.6
Fantasy,Glumov's Diary,5.2
Action,Nine Lives,7.9
Drama,The Chasers,6.5
Drama,The Bridal Party in Hardanger,0.0
Romance,The Empty Hours,6.9
Drama,This Is Where I Leave You,6.5
Documentary,The 50 Worst Movies Ever Made,5.6
Documentary,MURPH: The Protector,6.1
Drama,Alice,6.8
Comedy,Hur som helst är han jävligt död,0.0
Western,Barbary Coast Gent,4.5
Animation,Angel's Egg,7.7
Documentary,"Park Avenue: Money, Power & The American Dream",6.9
Documentary,The Koumiko Mystery,7.0
History,The Look of Silence,8.0
Drama,The Abdication,8.0
Science Fiction,51,4.5
Documentary,The Case of the Grinning Cat,7.7
Horror,Cabin Fever: Patient Zero,4.7
War,American Sniper,7.4
War,Fort Bliss,6.3
Comedy,Tusk,5.1
Comedy,Arrapaho,4.5
Drama,Protektor,5.1
Adventure,Hector and the Search for Happiness,6.9
Horror,Rigor Mortis,6.2
Drama,The Dinner,7.1
War,Unfair Competition,7.7
Drama,The Overnighters,7.3
Comedy,Rock-a-Bye Baby,7.1
Comedy,Hollywood or Bust,6.0
Horror,Bakeneko: A Vengeful Spirit,8.0
Drama,The Tribe,6.7
Drama,Around the Block,5.4
Drama,Space Station 76,4.7
Thriller,Horns,6.2
Horror,Annabelle,5.5
Documentary,American Promise,7.5
Comedy,Madicken of June Hill,5.5
Drama,She Devils of the SS,4.4
Animation,Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,6.3
Thriller,At Land,7.9
Horror,Bloody Pit of Horror,5.4
Horror,Fangs of the Living Dead,2.5
Drama,Wolf Girl,4.3
Thriller,Open Windows,5.1
Comedy,Happy Christmas,5.2
Romance,Two Night Stand,6.3
War,SS Camp 5: Women's Hell,3.5
Horror,SS Experiment Love Camp,4.9
Drama,Chained,3.0
Crime,Chained Heat 2,3.9
Action,Challenge of the Masters,5.5
Action,Darktown Strutters,5.0
Animation,Time of Eve: The Movie,7.3
Horror,Dracula Untold,6.2
Crime,Chandler,0.0
Music,Charles Bradley: Soul of America,6.9
Comedy,Charlie Chan at Monte Carlo,6.5
Crime,Charlie Chan at the Circus,6.7
Comedy,Torrente 3 The Protector,5.5
Action,Stretch,6.1
Comedy,Hellgate,2.9
Horror,The Sleeping Car,5.0
Thriller,The Initiation,6.3
Documentary,Room 666,5.6
Science Fiction,The Rat Savior,7.5
Thriller,Automata,5.6
Thriller,The Prince,4.6
Drama,As I Lay Dying,5.8
Fantasy,The Adventurer: The Curse of the Midas Box,5.1
Action,Charlie Chan at the Olympics,7.0
Crime,Charlie Chan at the Opera,6.6
Science Fiction,Stereo,5.9
Comedy,Crimes of the Future,5.0
Horror,Entity,4.3
Horror,House III: The Horror Show,4.4
Drama,Legendary,6.7
Drama,Millie,0.0
Drama,Stranger on the Prowl,0.0
Drama,The War Boys,5.9
Thriller,The Entitled,5.9
Drama,The Magic of Ordinary Days,6.2
Comedy,Ratko: The Dictator's Son,4.5
Drama,The Captive,5.8
Thriller,The Scribbler,4.8
Drama,Ilo Ilo,6.6
Science Fiction,Predestination,7.3
Animation,Jack and the Cuckoo-Clock Heart,6.8
Drama,The Red Tent,5.8
Animation,Moomins on the Riviera,5.8
Drama,Grace Unplugged,6.0
Horror,The Return of Dracula,4.7
Adventure,No Time for Nuts,7.2
TV Movie,A Christmas Memory,7.7
Drama,Alien Predators,4.9
Documentary,Appointment in Tokyo,0.0
Family,The Children of Noisy Village,6.2
Family,More About the Children of Noisy Village,6.6
Horror,The Haunted Castle,5.0
Animation,Justin and the Knights of Valour,5.5
Horror,The Bride from Hades,10.0
Comedy,Bad Grandpa .5,5.8
Fantasy,The Swan Princess: Escape from Castle Mountain,5.8
Comedy,Barnacle Bill,0.0
Action,The Odd Couple,6.1
Animation,The Lady and the Reaper,6.8
Animation,Ward 13,8.2
Animation,Rabbit,7.9
Comedy,What We Do in the Shadows,7.4
Drama,The Dark Horse,5.4
Drama,Corn Island,7.6
Documentary,Celine: Through the Eyes of the World,4.8
Action,Challenge to Lassie,4.0
Documentary,The Newburgh Sting,6.5
Documentary,RiP!: A Remix Manifesto,6.7
Drama,The Best of Me,7.2
Action,John Wick,7.0
Drama,Plastic,6.1
Drama,Two Weeks in Another Town,5.5
Thriller,Reclaim,4.9
Action,Good for Nothing,6.2
Foreign,Snakes and Earrings,6.6
Drama,The Judge,7.2
Drama,The Disappearance of Eleanor Rigby: Them,6.2
Drama,Love Is Strange,6.4
Documentary,All the World's Memory,6.4
Comedy,The Kids,7.0
Drama,Antoine and Colette,7.1
Documentary,The Culture High,6.9
TV Movie,Recipe for Love,5.7
Animation,Mount Head,6.6
War,Fury,7.4
Comedy,My Boyfriends' Dogs,6.2
Drama,The Salvation,6.2
Action,S.I.S.,4.0
Romance,Grace of Monaco,5.8
Drama,Torn,0.0
Comedy,St. Vincent,7.1
Documentary,Berlin Babylon,8.0
Western,Young Ones,5.8
Animation,Amazon Jack 3: Jungo Goes Bananas,5.5
Comedy,Land Ho!,5.8
Adventure,The Mine,3.7
Thriller,Mine Games,5.3
Mystery,Charlie Chan at the Race Track,6.9
Crime,Charlie Chan at the Wax Museum,8.4
Mystery,Charlie Chan at Treasure Island,6.6
Crime,City in Darkness,6.8
Mystery,Charlie Chan in Honolulu,6.9
Documentary,(A)Sexual,5.7
Fantasy,The Donkey's Hide,7.0
Comedy,Kiljusen herrasväki,0.0
Family,The Purple Ball,5.8
Fantasy,Sleeping Beauty,4.7
Horror,Stage Fright,5.3
Comedy,The Chaperone,5.4
Fantasy,The Swan Princess: The Mystery of the Enchanted Kingdom,5.7
Crime,Charlie Chan in Panama,6.8
Comedy,Charlie Chan in Paris,6.8
Mystery,Charlie Chan in Reno,6.3
Crime,Charlie Chan in Rio,6.0
Mystery,The Chinese Cat,6.6
Crime,Charlie Chan on Broadway,7.3
Drama,The Wise Kids,6.4
Documentary,Advertising and the End of the World,0.0
Documentary,"Tough Guise: Violence, Media & the Crisis in Masculinity",6.5
Horror,The Chair,4.0
Animation,Jungledyret,5.6
Comedy,Miss and the Doctors,5.0
Science Fiction,The Black Sleep,6.4
Horror,Grave Secrets,5.1
Family,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.1
Mystery,Charlie Chan's Chance,0.0
Mystery,Charlie Chan's Courage,0.0
Documentary,My Brother the Terrorist,0.0
Drama,The Brothers Rico,5.7
Thriller,Left Behind,3.7
Documentary,Mariya,6.5
Drama,Pleasure Party,0.0
Documentary,My Father And The Man In Black,7.0
Drama,Blind,5.9
War,10 Minutes,6.6
Comedy,Motivational Growth,8.5
Drama,"Dance Party, USA",5.3
Drama,Tour de Force,7.5
Documentary,Harmontown,6.9
Drama,You Killed Me First,5.9
Horror,Extraterrestrial,4.8
Horror,Loner,5.0
Drama,Blackbird,6.4
Adventure,The Whip Hand,5.9
Romance,The Rewrite,5.8
Horror,Alien Abduction,4.8
Horror,The Mummy's Shroud,5.0
Horror,The Creeping Terror,2.1
Comedy,Why Me?,3.0
Horror,Blood from the Mummy's Tomb,6.4
Thriller,Violette,6.4
Horror,Ouija,4.9
Documentary,Stop at Nothing: The Lance Armstrong Story,7.0
Documentary,Leave the World Behind,7.3
Romance,A Star for Two,0.0
Horror,Films to Keep You Awake: The Baby's Room,6.3
Animation,Hugo the Movie Star,4.9
Action,S.W.A.T.: Firefight,5.4
Crime,Nightcrawler,7.6
Crime,The Condemned,6.3
Crime,Child of God,5.4
Comedy,Blondie on a Budget,6.5
Drama,Breaktime,5.3
Documentary,Two Solutions for One Problem,6.3
Animation,The Seventh Brother,5.0
Animation,Darkside Blues,6.7
Animation,Felix The Cat: The Movie,3.7
Adventure,Big Hero 6,7.8
Comedy,The Bat,6.0
Action,Disaster L.A.: The Last Zombie Apocalypse Begins Here,3.6
Horror,Dream Home,6.5
Mystery,Marshland,7.1
Comedy,Alone For Christmas,3.9
Thriller,Archangel,5.2
Crime,The Flanagan Boy,6.0
Drama,Blue Denim,0.0
Romance,The Book of Life,7.3
Comedy,"Love, Rosie",7.7
Action,Young Detective Dee: Rise of the Sea Dragon,5.9
Comedy,The Dancing Masters,5.2
Romance,Hard Sun,5.0
Drama,"Like Sunday, Like Rain",7.5
Thriller,Time Lapse,6.4
Western,Winterhawk,8.5
Drama,National Theatre Live: Frankenstein,8.5
Comedy,Mad Monster Party?,6.1
Drama,A Very Social Secretary,6.0
Comedy,Blindfold,6.5
Adventure,Turning Tide,6.2
TV Movie,Cry Baby Lane,3.7
Action,The Hire: Star,7.2
Music,The Cat Came Back,6.4
Animation,The Big Snit,7.1
Documentary,TINY: A Story About Living Small,6.5
Drama,Ex Machina,7.6
Drama,They Have Escaped,6.0
Romance,Separation City,5.4
Action,Crippled Avengers,7.0
Animation,Strange Invaders,6.0
Adventure,Thief of Damascus,7.0
Action,Stunt Rock,4.3
Horror,Dead Men Walk,4.6
Drama,Inserts,6.0
Drama,Heart Beat,7.5
TV Movie,The Bridge,4.4
Comedy,A Fistful of Fingers,5.9
Drama,Before I Disappear,6.5
Comedy,Crimes Against Humanity,0.0
Documentary,Mission Congo,0.0
Horror,Beneath,5.2
Comedy,Great Guns,5.5
Drama,The White Reindeer,6.5
Comedy,Jitterbugs,5.6
Drama,The Proud Valley,6.2
Documentary,Breaking and Entering,7.0
Documentary,Bronx Obama,6.3
Drama,Calling Dr. Gillespie,0.0
Mystery,Charlie Chan's Greatest Case,0.0
Animation,Mr Hublot,6.8
History,Mr. Turner,6.3
Documentary,Bound by Flesh,6.0
Adventure,Copenhagen,6.6
History,Serial Killer Culture,5.0
Comedy,Charlie Chan's Murder Cruise,7.3
Crime,Charlie Chan's Secret,7.4
Adventure,Charlotte's Web 2: Wilbur's Great Adventure,4.6
Crime,Hue and Cry,5.9
Comedy,Come and Go,7.5
Thriller,Mercy,4.7
War,The Red Beret,6.5
Animation,Hawaiian Vacation,6.9
Animation,Maggie Simpson in The Longest Daycare,6.8
Animation,Small Fry,6.8
Animation,9,7.4
Drama,Wyatt Earp's Revenge,3.4
Action,The Sniper,5.9
Drama,Madame Bovary,4.0
War,Calm at Sea,4.1
Thriller,Animal,4.6
Comedy,The Wedding Video,6.2
Romance,Young Goethe in Love,5.7
Drama,The Crew,6.2
Action,The Hit List,5.2
Action,The Prodigy,6.0
Comedy,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2.9
War,A Better Tomorrow III: Love and Death in Saigon,6.2
Action,The Marine 2,4.7
Adventure,The Delivery,4.0
Western,Dead in Tombstone,4.8
Action,Seal Team Eight: Behind Enemy Lines,4.8
Family,Louis & Luca and the Snow Machine,6.5
Action,Doctor Strange,6.6
Animation,Barbie: A Perfect Christmas,5.5
Animation,LEGO Hero Factory: Savage Planet,0.0
Action,LEGO Hero Factory: Rise of the Rookies,0.0
Animation,Tom Sawyer,6.2
Action,King Solomon's Mines,5.2
Comedy,Santa Claus and the Magic Drum,7.0
Family,The Land Before Time IV: Journey Through the Mists,5.8
Family,The Land Before Time V: The Mysterious Island,5.9
Family,The Land Before Time VI: The Secret of Saurus Rock,5.7
Family,An American Tail: The Treasure of Manhattan Island,5.7
Adventure,An American Tail: The Mystery of the Night Monster,5.8
Horror,Stranded,3.4
War,Special Forces,4.8
Action,Category 7: The End of the World,5.2
Drama,The Jayne Mansfield Story,5.3
Action,The Marine 3: Homefront,5.4
Drama,The Stoker,7.0
Crime,Blind Man's Bluff,6.6
Science Fiction,These Final Hours,6.4
Action,Generation War,8.2
Action,Kung Fu Dunk,5.0
Action,Haider,7.2
Drama,The Fifth Season,6.4
War,Auschwitz: The Nazis and the 'Final Solution',8.0
Adventure,Puerto Vallarta Squeeze,4.6
Family,Soccer Dog 2: European Cup,6.0
Thriller,The Fraternity,4.3
Drama,American Soldiers: A Day in Iraq,6.5
Drama,"Kumiko, the Treasure Hunter",6.4
Comedy,The Great Match,7.3
Thriller,Stereo,6.3
Drama,The Guardians,5.6
Science Fiction,Starship Invasions,2.3
Documentary,History of the Eagles,7.5
Drama,Paradise: Love,6.7
Action,Beyond the Border,5.8
Thriller,Everything Will Be Fine,6.3
Thriller,The Hour of the Lynx,5.4
Crime,The Young Savages,5.5
Drama,Rage,6.4
Drama,Good Luck. And Take Care of Each Other,0.0
Documentary,Chasing Madoff,5.5
Romance,Chasing Rainbows,0.0
Comedy,Chatterbox,5.0
Music,Northern Soul,5.1
Comedy,Checking Out,6.5
Drama,Children of the Corn,4.3
Horror,Children of the Corn 666: Isaac's Return,3.5
Horror,Children of the Corn V: Fields of Terror,3.8
Horror,Children of the Corn: Genesis,4.0
Horror,Children of the Corn: Revelation,3.7
Comedy,Chile Can Do It,0.0
Drama,Christine,6.3
Comedy,Christmas in Connecticut,4.3
Family,Christmas Oranges,7.6
Drama,Cleopatra,4.7
Drama,Cleopatra,6.1
Drama,A French Gigolo,5.4
Comedy,Coach,4.3
Action,Code Name: Emerald,6.0
Crime,Cohen and Tate,7.3
Crime,Cold Around the Heart,4.5
Thriller,Cold Blooded,5.1
Thriller,Cold Heart,6.0
Western,"Cole Younger, Gunfighter",5.0
Romance,Intersections,6.1
Horror,Torture Garden,5.7
Documentary,British Sounds,6.7
Documentary,Here and Elsewhere,5.7
Documentary,Meetin' WA,5.2
Comedy,Keep Your Right Up,5.3
Comedy,A Night in the Show,6.2
Comedy,By the Sea,5.4
Comedy,Mabel's Married Life,5.5
Drama,The Ballad of Johnny Guitar,6.3
Drama,The Love of the Three Pomegranates,0.0
Documentary,Death of a Nation - The Timor Conspiracy,5.0
History,The Secret Country: The First Australians Fight Back,0.0
Comedy,Elsk meg i morgen,5.7
Action,Colt .45,3.8
Action,Colt Comrades,0.0
Romance,Coming Soon,5.6
Drama,Complicit,4.5
Thriller,Compulsion,4.5
Action,Concrete Blondes,5.1
Comedy,Coney Island,0.0
Drama,Olive Kitteridge,7.6
Drama,Leviathan,7.3
Drama,The Russian Novel,5.0
Drama,Still Life,7.3
Science Fiction,Electronic Labyrinth THX 1138 4EB,6.4
Documentary,Level Five,6.7
Drama,Foxcatcher,6.5
Thriller,Baby Needs a New Pair of Shoes,6.3
Horror,Illusion of Blood,7.0
Drama,Ladies of Leisure,5.4
History,Reign of Assassins,6.7
Drama,Everybody Dies But Me,5.0
Comedy,Bank Holiday,6.0
Drama,The Emperor's Candlesticks,6.3
Drama,Romance in Manhattan,3.3
Drama,Sazen Tange and the Pot Worth a Million Ryo,7.4
Comedy,The Princess Comes Across,6.5
Comedy,It's Love I'm After,7.5
Comedy,Thirty Day Princess,5.8
Comedy,You Belong to Me,6.5
Comedy,Personal Property,8.0
Horror,Wolf Creek 2,5.9
Comedy,Two-Faced Woman,6.3
Comedy,Love Is News,8.0
Romance,Dark Journey,6.2
Horror,Storm Warning,5.5
Crime,Blind Alley,5.5
Drama,The Last Journey,6.5
Mystery,The Clinic,5.1
Crime,Zulu,6.7
Drama,The Road to Glory,0.0
Mystery,The Sign of Four: Sherlock Holmes' Greatest Case,2.5
Animation,Walking With Dinosaurs,5.2
Animation,"Ultramarines: A Warhammer 40,000 Movie",5.2
Animation,Secret of the Wings,6.5
Animation,Tinker Bell and the Lost Treasure,6.4
Drama,Tyson,5.0
Drama,The Conductor,4.0
Drama,Tsar,6.7
Drama,Taxi Blues,5.0
Drama,Confessions of an Opium Eater,6.5
Drama,Confidence Girl,5.2
Family,Confidentially Connie,4.0
Drama,Convicted,4.0
Drama,Convicts,5.5
Comedy,Cool Blue,4.5
Family,Cool Dog,4.6
Documentary,Coral Reef Adventure,5.8
Comedy,Cougar Club,4.4
Family,Courage of Lassie,5.0
Drama,Wuthering Heights,6.9
Drama,Cowgirls n' Angels,5.3
Comedy,Craig Ferguson: Does This Need to Be Said?,7.0
Action,Crash Dive,3.9
Comedy,D.L. Hughley: Reset,0.0
Comedy,Dane Cook: Vicious Circle,7.2
Music,Crazy,6.7
Horror,Crazy Eights,3.4
Drama,And So It Is,6.0
Action,Crazy Mama,4.0
Crime,Crime and Punishment,5.9
Drama,Light Years Away,5.8
Drama,Crime and Punishment,7.3
Comedy,Critic's Choice,4.7
Action,Cutaway,4.5
Thriller,Sniper: Legacy,5.5
Thriller,Catch Hell,5.3
Drama,You're Not You,7.3
Crime,Crime in the Streets,6.3
Crime,Crisis,6.0
Comedy,Cross My Heart,4.9
Drama,Crush,3.3
Thriller,Crush,5.8
War,Cry 'Havoc',7.0
Crime,Cry of the City,6.1
Horror,Curandero,3.9
Action,Cyborg 3: The Recycler,2.5
Action,Cyborg Cop II,3.4
Action,Cyborg Cop III,2.6
Comedy,Dana Carvey: Squatting Monkeys Tell No Lies,5.5
Comedy,Dave Attell: Captain Miserable,6.3
Family,Dakota's Summer,5.8
Action,Danger Zone,3.9
Crime,Dangerous Money,6.3
Drama,Muddy River,6.2
Thriller,Stonehearst Asylum,6.6
Drama,Russia 88,5.9
Drama,The Third Half,5.5
Drama,A Star Athlete,0.0
Horror,Snake Woman's Curse,7.0
Drama,Aglaya,5.0
Drama,Tangerines,7.4
Romance,Life Partners,6.1
Romance,Anatomy of a Love Seen,4.5
Horror,The Snow Woman,5.8
Action,Drive Hard,3.9
Horror,The Ghost Story of Oiwa's Spirit,8.0
Documentary,An Apology to Elephants,10.0
Comedy,Air Raid Wardens,7.3
Drama,Alias the Doctor,0.0
Documentary,Now!,6.3
Documentary,Building the Inferno: Nobuo Nakagawa and the Making of 'Jigoku',0.0
Comedy,Lion's Heart,6.6
Action,Dark of the Sun,6.6
Drama,"C'est La Vie, Mon Cheri",7.1
Adventure,Frisco Kid,7.7
Drama,Hateship Loveship,5.7
Drama,Hearts Divided,4.0
Animation,How the Toys Saved Christmas,6.8
Drama,Ice Castles,6.2
Drama,In Secret,5.5
Comedy,It's a Small World,6.0
Action,Kickboxer 5: The Redemption,3.8
Comedy,Kiki,0.0
Music,Kiki,0.0
Documentary,My Prairie Home,8.0
Music,The Rolling Stones - Let's Spend the Night Together,4.6
Documentary,Man for a Day,6.9
Romance,Hawaii,7.4
Comedy,The Skinny,5.8
Foreign,Remington and the Curse of the Zombadings,5.3
Drama,Out in the Dark,6.5
Comedy,We Are The Nobles,6.9
Horror,The Returned,6.2
Drama,52 Tuesdays,5.9
Drama,Everybody's Got Somebody... Not Me,5.5
Family,The True Story of Puss 'n Boots,3.8
Thriller,Die Fighting,4.2
Horror,The Possession of Michael King,5.7
Action,New Kids Nitro,5.9
Comedy,Mission London,6.8
Comedy,The Broken Jug,8.0
Drama,Master Harold... and the Boys,5.9
Action,Mohawk,6.3
Comedy,Navy Blues,8.0
Drama,Our Mother's House,5.5
Comedy,Over the Brooklyn Bridge,3.8
Comedy,Circus,4.8
War,Stalingrad,5.7
Horror,Scarecrow,4.0
Drama,Small Time,5.1
Action,Laser Mission,4.0
Adventure,Soldier of Fortune,5.3
Action,Il soldato di ventura,5.1
Drama,The Dark Past,5.4
Horror,The Disembodied,6.0
Comedy,The Rag Man,0.0
Action,The Secret Invasion,6.0
Drama,The Sweet Ride,5.0
Thriller,The Whistler,5.1
Drama,Young Tom Edison,4.0
Comedy,The Youngest Profession,7.0
Crime,"Dance, Fools, Dance",0.0
Comedy,Dangerous When Wet,6.0
Adventure,L'inferno,5.8
Animation,Dante's Inferno,5.7
Crime,Dark Alibi,6.1
Comedy,David Spade: Take the Hit,0.0
Action,Day of the Evil Gun,6.6
Drama,Death In Love,5.0
Comedy,Do Not Disturb,5.9
Family,"Double, Double, Toil and Trouble",6.0
Horror,Dark Fields,3.4
Horror,Dark House,4.4
Drama,The Emperor of California,0.0
Drama,Free Fall,7.3
Documentary,Advanced Style,7.1
Horror,Dr Jekyll & Sister Hyde,5.7
Horror,Dead Snow 2: Red vs. Dead,6.7
Comedy,David Cross: The Pride Is Back,8.2
Action,Dawn Rider,5.2
Crime,Day of Wrath,3.8
Crime,Dead Heat,4.8
Horror,Twice-Told Tales,6.6
Horror,Decoder,6.3
Foreign,Faceless,6.2
Horror,Deadly Dreams,6.0
Horror,Prime Evil,4.6
Horror,Dead Hooker in a Trunk,5.6
Mystery,Dead Man's Eyes,8.0
Mystery,Dead Men Tell,6.8
Fantasy,Elle: A Modern Cinderella Tale,4.6
Action,Zatôichi: The Blind Swordsman,6.2
Action,Zanjeer,6.3
Drama,Youngblood,5.0
Drama,Young Man with a Horn,4.8
Drama,Young Cassidy,6.8
Comedy,Volga - Volga,6.0
Action,The Inhabited Island 2: Rebellion,4.3
Comedy,Stromberg - Der Film,7.0
Drama,You Are the Apple of My Eye,7.3
Thriller,Hamilton: In the Interest of the Nation,5.9
Drama,Out of Bounds,5.0
Horror,Dead of the Nite,2.3
Music,Jolly Fellows,6.3
Horror,7eventy 5ive,4.8
Drama,Deadfall,5.2
Adventure,DeadHeads,5.0
Documentary,Deadline,9.0
Fantasy,Secret,7.6
Drama,Warriors of the Rainbow: Seediq Bale - Part 1: The Sun Flag,6.7
Thriller,Deadline,6.0
Drama,Deadline,4.5
Thriller,Deadline at Dawn,5.6
Comedy,Deal,5.2
Comedy,Dear Brigitte,6.0
Drama,Death of a Scoundrel,5.9
Action,Death Racers,3.1
Western,Death Valley Rangers,0.0
Action,Death Warrior,4.1
Drama,Deja Vu,5.0
Thriller,Deliver Us from Evil,6.3
Action,Last Passenger,5.9
War,The Hanoi Hilton,7.0
Documentary,"Fat, Sick & Nearly Dead 2",6.2
Drama,Serena,5.3
Fantasy,Queens Of Evil,9.0
TV Movie,The Four Feathers,5.4
Thriller,Callan,0.0
Drama,The Violent Enemy,0.0
History,The Imitation Game,8.0
Comedy,Inherent Vice,6.5
Drama,Labyrinth of Lies,7.3
History,Battle of the Warriors,6.3
Drama,Confucius,5.5
Comedy,Babysitting,6.9
Horror,Curse of the Fly,5.1
Adventure,The Devil-Ship Pirates,6.0
Action,The Brides of Fu Manchu,5.8
Horror,Witchcraft,6.9
Music,Rudderless,7.4
War,Jackboots on Whitehall,5.5
Comedy,Likainen pommi,5.8
Science Fiction,The Hunger Games: Mockingjay - Part 1,6.6
Comedy,Jules Verne's Rocket to the Moon,6.1
Action,"Give 'em Hell, Malone",5.9
Adventure,Son of the White Mare,7.5
Adventure,The Little Fox,7.5
Drama,Gett: The Trial of Viviane Amsalem,7.4
Drama,Rosewater,6.5
Adventure,Valley Uprising,8.1
Romance,Sex Ed,5.1
Fantasy,The Apocalypse,6.1
Thriller,A Good Marriage,5.1
Drama,The Way He Looks,8.1
Drama,Love and Honor,5.8
TV Movie,Remember Sunday,7.0
Comedy,The Gilded Cage,6.8
Drama,Beauty Prize,0.0
Drama,Romance,4.3
Drama,Illicit,4.3
Drama,Other Men's Women,4.8
Crime,The Beast of the City,5.3
Drama,The Cabin in the Cotton,6.0
Romance,The Man Who Played God,7.9
Adventure,Exodus: Gods and Kings,5.6
Drama,Darfur,6.1
Action,Max Schmeling,4.6
Adventure,Trash,7.1
Drama,Frozen Days,0.0
Drama,Wild Tales,7.7
Animation,Summer Days With Coo,7.3
Science Fiction,Ambition,6.8
Family,Head Over Heels,7.0
Animation,Patema Inverted,7.4
Documentary,Fed Up,7.4
Horror,The Oblong Box,5.6
Animation,"Yobi, The Five-Tailed Fox",6.5
Drama,The Savior,5.0
Drama,Arcana,5.5
Comedy,The Male Animal,1.0
Comedy,Rio Rita,7.1
Action,The Fighting 69th,5.9
Fantasy,Riley Rewind,7.1
Crime,My Gun Is Quick,5.3
Animation,Werner - Beinhart!,6.2
Animation,Jetsons: The Movie,5.4
Mystery,Thesis on a Homicide,6.1
Drama,Freedom,5.8
Comedy,Whole Lotta Sole,5.8
Comedy,Bo Burnham: what.,7.9
Documentary,Magic Camp,7.0
Drama,The Reunion,6.3
Comedy,Ski School,4.4
Action,Paths of Hate,5.7
Science Fiction,Bloody Birthday,6.2
Comedy,Ski Patrol,4.8
Documentary,Long Way Round,8.2
Comedy,Dumb and Dumber To,5.4
Family,The Legend of Sarila,4.9
Horror,Imago mortis,4.9
Action,The Gun That Won the West,0.0
Comedy,The Longest Week,5.0
Western,Gunfighters,4.3
Crime,Tales of the Grim Sleeper,6.9
Documentary,The Yes Men Are Revolting,6.9
Documentary,God is the Bigger Elvis,7.0
Mystery,The Wicker Tree,4.3
Drama,The Green,5.6
Thriller,The Damned,5.0
Crime,Deliver Us from Evil,10.0
Drama,Miss Meadows,5.1
Comedy,Too Many Cooks,8.5
Crime,Murder Over New York,6.3
Horror,Repentance,5.1
Drama,Quantum Love,5.7
Crime,Cass,6.1
Drama,Dorothy Mills,6.2
Drama,Dear White People,6.2
Drama,The Man Who Loved Yngve,6.4
Drama,Camino,7.4
Horror,Alucarda,6.7
Fantasy,Painted Skin,6.0
Drama,One Chance,6.5
Drama,Rent: Filmed Live on Broadway,7.0
Crime,Columbus Day,5.4
Action,An Empress and the Warriors,5.7
Drama,Lucky Them,5.3
Drama,Dil Bole Hadippa!,4.7
Drama,Border Café,5.0
Drama,Last Weekend,4.3
Drama,May in the Summer,5.8
Family,"Nono, the Zigzag Kid",7.0
